date,hour,demand
2021-03-03,21,65.12109780779635
2021-03-03,22,62.08965451188324
2021-03-03,23,61.71429888677491
2021-03-04,0,56.38734445329403
2021-03-04,1,56.230050447906386
2021-03-04,2,55.982195078227356
2021-03-04,4,55.42904562706705
2021-03-04,6,54.8334274938657
2021-03-04,7,66.57867948481798
2021-03-04,8,69.31337878411055
2021-03-04,9,72.23556320018335
2021-03-04,10,72.514965574705
2021-03-04,11,72.66077950948763
2021-03-04,12,73.29707804037977
2021-03-04,13,73.29707804037977
2021-03-04,14,73.45576229439861
2021-03-04,15,73.45576229439861
2021-03-04,16,75.36102650322104
2021-03-04,17,76.67897298463151
2021-03-04,18,76.67897298463151
2021-03-04,19,76.67897298463151
2021-03-04,20,72.55728136527989
2021-03-04,21,67.11601276934694
2021-03-04,22,64.91435668601909
2021-03-04,23,63.91151446020685
2021-03-05,0,56.51531310461036
2021-03-05,1,55.77784148387479
2021-03-05,2,54.79884765811067
2021-03-05,3,52.96609151112646
2021-03-05,4,52.57949788968276
2021-03-05,5,52.440772089613304
2021-03-05,6,52.3818832967553
2021-03-05,7,63.813756076422955
2021-03-05,8,67.18783391167945
2021-03-05,9,77.46087133156252
2021-03-05,10,83.21688354686884
2021-03-05,11,92.4452709720578
2021-03-05,12,93.73627776952446
2021-03-05,13,93.73627776952446
2021-03-05,14,93.73627776952446
2021-03-05,15,93.73627776952446
2021-03-05,16,93.9478408101144
2021-03-05,17,93.92275152055525
2021-03-05,18,93.54081621922877
2021-03-05,19,92.53488788364257
2021-03-05,20,77.45540812669547
2021-03-05,21,71.6519969302058
2021-03-05,22,66.48611458874987
2021-03-05,23,64.51631011770985
2021-03-06,0,57.844433026115524
2021-03-06,1,57.160914196909474
2021-03-06,2,56.12811633337763
2021-03-06,4,52.78705007685134
2021-03-06,7,57.75852946358134
2021-03-06,8,60.083282788978295
2021-03-06,9,76.62068781360003
2021-03-06,10,84.88366996313671
2021-03-06,11,110.45607148427727
2021-03-06,12,111.01271735905335
2021-03-06,13,111.01271735905335
2021-03-06,14,111.01271735905335
2021-03-06,15,111.01271735905335
2021-03-06,16,111.01271735905335
2021-03-06,17,109.67651671651174
2021-03-06,18,106.01735230792922
2021-03-06,19,104.24901203724028
2021-03-06,20,82.07669085711113
2021-03-06,21,72.2663636433505
2021-03-06,22,66.42846986691511
2021-03-06,23,64.41480437230526
2021-03-07,0,60.32292641401907
2021-03-07,1,60.381219799966445
2021-03-07,2,60.04294500865847
2021-03-07,3,59.21626923633441
2021-03-07,4,58.66720771301363
2021-03-07,5,58.12496629601427
2021-03-07,7,66.72521780977803
2021-03-07,8,68.12711470754091
2021-03-07,9,80.8529178491644
2021-03-07,10,88.26272143551043
2021-03-07,11,108.17305232179781
2021-03-07,12,108.72969819657392
2021-03-07,13,108.72969819657392
2021-03-07,14,108.72969819657392
2021-03-07,15,108.72969819657392
2021-03-07,16,108.72969819657392
2021-03-07,17,107.39349755403231
2021-03-07,18,103.73433314544977
2021-03-07,19,101.7850003027686
2021-03-07,20,79.51059444400309
2021-03-07,21,72.7830924857633
2021-03-07,22,68.78488439369481
2021-03-07,23,66.29399649159379
2021-03-08,0,56.58158066775502
2021-03-08,1,56.367676340986414
2021-03-08,2,56.04422823501581
2021-03-08,3,55.16140531016987
2021-03-08,4,54.93293848870243
2021-03-08,6,54.28492556298182
2021-03-08,7,69.82508886698912
2021-03-08,8,72.27964541419509
2021-03-08,9,73.06212888474138
2021-03-08,10,72.85813744862442
2021-03-08,11,73.00395138340706
2021-03-08,12,73.64024991429919
2021-03-08,13,73.64024991429919
2021-03-08,14,73.79893416831804
2021-03-08,15,73.79893416831804
2021-03-08,16,75.64550099593549
2021-03-08,17,76.96344747734597
2021-03-08,18,76.96344747734597
2021-03-08,19,76.96344747734597
2021-03-08,20,73.51213802734898
2021-03-08,21,66.22530224441158
2021-03-08,22,62.17981974319556
2021-03-08,23,61.19778666679923
2021-03-09,0,53.91536374431332
2021-03-09,1,53.39088683237168
2021-03-09,2,52.73544529478898
2021-03-09,3,51.35920014571926
2021-03-09,4,50.99147955512646
2021-03-09,5,50.88182924919095
2021-03-09,6,50.77395863084846
2021-03-09,7,65.35956325338034
2021-03-09,8,69.06948257768119
2021-03-09,9,72.41977978245392
2021-03-09,10,72.36209967740626
2021-03-09,11,72.5079136121889
2021-03-09,12,73.04932933542088
2021-03-09,13,73.04932933542088
2021-03-09,14,73.20801358943973
2021-03-09,15,73.20801358943973
2021-03-09,16,75.11327779826215
2021-03-09,17,76.43122427967262
2021-03-09,18,76.43122427967262
2021-03-09,19,76.43122427967262
2021-03-09,20,71.79018010161495
2021-03-09,21,63.48962287303583
2021-03-09,22,58.996566755022045
2021-03-09,23,58.102843306886484
2021-03-10,0,58.651352987643534
2021-03-10,1,58.53878860946954
2021-03-10,2,58.159822110651426
2021-03-10,4,57.033949731357644
2021-03-10,6,56.058247242175725
2021-03-10,7,69.25201897915521
2021-03-10,8,71.8243288818026
2021-03-10,9,72.75232695550432
2021-03-10,10,72.53677373577915
2021-03-10,11,72.6825876705618
2021-03-10,12,73.22400339379378
2021-03-10,13,73.22400339379378
2021-03-10,14,73.38268764781262
2021-03-10,15,73.38268764781262
2021-03-10,16,75.22925447543007
2021-03-10,17,76.54720095684054
2021-03-10,18,76.54720095684054
2021-03-10,19,76.54720095684054
2021-03-10,20,75.12568491130881
2021-03-10,21,68.99958492682552
2021-03-10,22,66.65556280559834
2021-03-10,23,65.74591607550141
2021-03-11,0,56.86325126466824
2021-03-11,2,56.18990372660148
2021-03-11,3,55.5072900468217
2021-03-11,4,55.345451755750375
2021-03-11,5,55.12906154429695
2021-03-11,6,54.749833622549026
2021-03-11,7,68.40415231690555
2021-03-11,8,71.31732800234703
2021-03-11,9,72.59502238515303
2021-03-11,10,72.57503889874441
2021-03-11,11,72.72085283352706
2021-03-11,12,73.3571513644192
2021-03-11,13,73.3571513644192
2021-03-11,14,73.51583561843805
2021-03-11,15,73.51583561843805
2021-03-11,16,75.3624024460555
2021-03-11,17,76.68034892746597
2021-03-11,18,76.68034892746597
2021-03-11,19,76.68034892746597
2021-03-11,20,73.85194678060697
2021-03-11,21,68.44738151493561
2021-03-11,22,66.53316542282877
2021-03-11,23,65.32230486946938
2021-03-12,0,58.17581149406456
2021-03-12,1,57.96190716729596
2021-03-12,2,57.80959045435257
2021-03-12,4,56.590899660971054
2021-03-12,5,56.15813474717909
2021-03-12,6,55.71832584674578
2021-03-12,7,68.51303526247312
2021-03-12,8,71.2333926817951
2021-03-12,9,81.27141980555272
2021-03-12,10,86.35512004085273
2021-03-12,11,92.4452709720578
2021-03-12,12,93.73627776952446
2021-03-12,13,93.73627776952446
2021-03-12,14,93.73627776952446
2021-03-12,15,93.73627776952446
2021-03-12,16,93.9478408101144
2021-03-12,17,93.92275152055525
2021-03-12,18,93.54081621922877
2021-03-12,19,92.44432417460979
2021-03-12,20,77.872399995315
2021-03-12,21,72.91863352716646
2021-03-12,22,69.7046624284643
2021-03-12,23,67.68243032328151
2021-03-13,0,56.160092131974345
2021-03-13,1,54.9383993156657
2021-03-13,2,53.55554680942245
2021-03-13,5,48.8707142223765
2021-03-13,6,48.8707142223765
2021-03-13,7,59.03370238823657
2021-03-13,8,60.76107291500494
2021-03-13,9,76.6052745491062
2021-03-13,10,84.88366996313671
2021-03-13,11,110.45607148427727
2021-03-13,12,111.01271735905335
2021-03-13,13,111.01271735905335
2021-03-13,14,111.01271735905335
2021-03-13,15,111.01271735905335
2021-03-13,16,111.01271735905335
2021-03-13,17,109.67651671651174
2021-03-13,18,106.01735230792922
2021-03-13,19,104.24901203724028
2021-03-13,20,79.73373210352581
2021-03-13,21,69.84768321943402
2021-03-13,22,64.52353281146839
2021-03-13,23,63.23870977509053
2021-03-14,0,60.50530780289636
2021-03-14,1,60.56360118884374
2021-03-14,2,60.22532639753575
2021-03-14,3,59.398650625211694
2021-03-14,5,58.38880191328911
2021-03-14,6,57.9842351783151
2021-03-14,7,65.42725271422319
2021-03-14,8,66.4327174263647
2021-03-14,9,78.5088517724634
2021-03-14,10,86.21804121973967
2021-03-14,11,108.17305232179781
2021-03-14,12,108.72969819657392
2021-03-14,13,108.72969819657392
2021-03-14,14,108.72969819657392
2021-03-14,15,108.72969819657392
2021-03-14,16,108.72969819657392
2021-03-14,17,107.39349755403231
2021-03-14,18,103.73433314544977
2021-03-14,19,101.7850003027686
2021-03-14,20,79.5666536344945
2021-03-14,21,72.2093758453874
2021-03-14,22,67.0698237768608
2021-03-14,23,64.65446053310797
2021-03-15,0,56.137146670834724
2021-03-15,1,55.92324234406612
2021-03-15,2,55.576528139499764
2021-03-15,4,54.71005984068427
2021-03-15,5,54.441274836711585
2021-03-15,6,54.06204691496365
2021-03-15,7,69.22599186019484
2021-03-15,8,71.79345369162579
2021-03-15,9,72.89566260852912
2021-03-15,10,72.79806412458498
2021-03-15,11,72.94387805936763
2021-03-15,12,73.58017659025977
2021-03-15,13,73.58017659025977
2021-03-15,14,73.7388608442786
2021-03-15,15,73.7388608442786
2021-03-15,16,75.64412505310104
2021-03-15,17,76.9620715345115
2021-03-15,18,76.9620715345115
2021-03-15,19,76.9620715345115
2021-03-15,20,72.08295652236066
2021-03-15,21,64.3489591934754
2021-03-15,22,59.299253015641455
2021-03-15,23,58.36666603951392
2021-03-16,0,54.04576287443472
2021-03-16,1,53.49684395154805
2021-03-16,2,52.673628835773904
2021-03-16,4,50.69555104076085
2021-03-16,5,50.65002135205953
2021-03-16,6,50.59113255920153
2021-03-16,7,64.10803375791531
2021-03-16,8,67.34396841503944
2021-03-16,9,72.21056165572985
2021-03-16,10,72.36209967740626
2021-03-16,11,72.5079136121889
2021-03-16,12,73.04932933542088
2021-03-16,13,73.04932933542088
2021-03-16,14,73.20801358943973
2021-03-16,15,73.20801358943973
2021-03-16,16,75.11327779826215
2021-03-16,17,76.43122427967262
2021-03-16,18,76.43122427967262
2021-03-16,19,76.43122427967262
2021-03-16,20,72.06198796142407
2021-03-16,21,63.57727011374997
2021-03-16,22,58.66141125567808
2021-03-16,23,57.87405893789284
2021-03-17,0,55.03707731522359
2021-03-17,1,54.32910380132944
2021-03-17,2,53.420265391940305
2021-03-17,4,51.54448227957307
2021-03-17,5,51.49895259087175
2021-03-17,6,51.440063798013746
2021-03-17,7,63.7948963923153
2021-03-17,8,66.97098985131005
2021-03-17,9,72.21100659874186
2021-03-17,10,72.36209967740626
2021-03-17,11,72.5079136121889
2021-03-17,12,73.04932933542088
2021-03-17,13,73.04932933542088
2021-03-17,14,73.20801358943973
2021-03-17,15,73.20801358943973
2021-03-17,16,75.11327779826215
2021-03-17,17,76.43122427967262
2021-03-17,18,76.43122427967262
2021-03-17,19,76.43122427967262
2021-03-17,20,70.62475320532815
2021-03-17,21,64.94740356695907
2021-03-17,22,62.05218688682302
2021-03-17,23,61.67255137330421
2021-03-18,0,54.206267454274915
2021-03-18,1,52.98328883461415
2021-03-18,2,51.487763123988124
2021-03-18,4,47.18051093182176
2021-03-18,5,47.062057456999014
2021-03-18,6,47.062057456999014
2021-03-18,7,66.60672904472675
2021-03-18,8,68.93453195992088
2021-03-18,9,71.9868026699774
2021-03-18,10,72.514965574705
2021-03-18,11,72.66077950948763
2021-03-18,12,73.29707804037977
2021-03-18,13,73.29707804037977
2021-03-18,14,73.45576229439861
2021-03-18,15,73.45576229439861
2021-03-18,16,75.36102650322104
2021-03-18,17,76.67897298463151
2021-03-18,18,76.67897298463151
2021-03-18,19,76.67897298463151
2021-03-18,20,71.02427082783163
2021-03-18,21,65.10363899177425
2021-03-18,22,62.7024893374618
2021-03-18,23,62.10805830121215
2021-03-19,0,55.56789264792783
2021-03-19,2,52.84509971956003
2021-03-19,4,50.04644733081879
2021-03-19,5,50.035408081905814
2021-03-19,6,49.99403279053052
2021-03-19,7,63.80931632444388
2021-03-19,8,66.20036678788873
2021-03-19,9,77.20468463397809
2021-03-19,10,82.87847765732819
2021-03-19,11,92.24174357082937
2021-03-19,12,93.53275036829604
2021-03-19,13,93.53275036829604
2021-03-19,14,93.53275036829604
2021-03-19,15,93.53275036829604
2021-03-19,16,93.74431340888599
2021-03-19,17,93.71922411932682
2021-03-19,18,93.33728881800036
2021-03-19,19,92.33136048241414
2021-03-19,20,74.48206450398395
2021-03-19,21,68.67504271414957
2021-03-19,22,64.27315452047212
2021-03-19,23,63.15815844460911
2021-03-20,0,60.4282517883933
2021-03-20,1,60.33748640854506
2021-03-20,2,60.07683039551763
2021-03-20,5,58.4023443104763
2021-03-20,6,58.0872028628586
2021-03-20,7,61.84955742985319
2021-03-20,8,63.20940367595168
2021-03-20,9,78.2214498719245
2021-03-20,10,86.06937237811621
2021-03-20,11,110.45607148427727
2021-03-20,12,111.01271735905335
2021-03-20,13,111.01271735905335
2021-03-20,14,111.01271735905335
2021-03-20,15,111.01271735905335
2021-03-20,16,111.01271735905335
2021-03-20,17,109.67651671651174
2021-03-20,18,106.01735230792922
2021-03-20,19,104.15844832820751
2021-03-20,20,81.22567347503218
2021-03-20,21,72.49278277739671
2021-03-20,22,67.05818761560788
2021-03-20,23,64.93815099064771
2021-03-21,1,57.78488456947953
2021-03-21,2,56.16966834840131
2021-03-21,3,52.46538671910227
2021-03-21,5,50.29186290598521
2021-03-21,7,61.09170851300441
2021-03-21,8,60.48987545909196
2021-03-21,9,76.97172637759883
2021-03-21,10,84.97628738284742
2021-03-21,11,107.79647683852957
2021-03-21,12,108.35312271330565
2021-03-21,13,108.35312271330565
2021-03-21,14,108.35312271330565
2021-03-21,15,108.35312271330565
2021-03-21,16,108.35312271330565
2021-03-21,17,107.01692207076404
2021-03-21,18,103.3577576621815
2021-03-21,19,101.61605659721246
2021-03-21,20,76.59872589911271
2021-03-21,21,68.79044063054015
2021-03-21,22,64.11784175885029
2021-03-21,23,62.60615055470651
2021-03-22,0,54.70423421116355
2021-03-22,1,53.217178480687224
2021-03-22,2,51.661309740545114
2021-03-22,5,47.56013955170814
2021-03-22,6,47.56013955170814
2021-03-22,7,65.1930830738408
2021-03-22,8,67.6646974279107
2021-03-22,9,72.73614120847729
2021-03-22,10,72.79806412458498
2021-03-22,11,72.94387805936763
2021-03-22,12,73.58017659025977
2021-03-22,13,73.58017659025977
2021-03-22,14,73.7388608442786
2021-03-22,15,73.7388608442786
2021-03-22,16,75.64412505310104
2021-03-22,17,76.9620715345115
2021-03-22,18,76.9620715345115
2021-03-22,19,76.9620715345115
2021-03-22,21,61.88863122324372
2021-03-22,22,56.207778913651616
2021-03-22,23,55.67530254570496
2021-03-23,0,52.99439748770962
2021-03-23,1,51.978009467474635
2021-03-23,6,47.149249401306356
2021-03-23,7,65.12497564091699
2021-03-23,8,67.14680683393902
2021-03-23,9,72.36471652191506
2021-03-23,10,72.36209967740626
2021-03-23,11,72.5079136121889
2021-03-23,12,73.04932933542088
2021-03-23,13,73.04932933542088
2021-03-23,14,73.20801358943973
2021-03-23,15,73.20801358943973
2021-03-23,16,75.11327779826215
2021-03-23,17,76.43122427967262
2021-03-23,18,76.43122427967262
2021-03-23,19,76.43122427967262
2021-03-23,20,70.36607305927005
2021-03-23,21,62.15720445533386
2021-03-23,22,57.27218843953046
2021-03-23,23,56.786876180957506
2021-03-24,0,54.18669927649392
2021-03-24,2,51.6341385427306
2021-03-24,5,47.90316784181386
2021-03-24,6,47.90316784181386
2021-03-24,7,64.58872250793844
2021-03-24,8,67.4314739596956
2021-03-24,9,72.26797115154469
2021-03-24,11,72.5079136121889
2021-03-24,12,73.04932933542088
2021-03-24,13,73.04932933542088
2021-03-24,14,73.20801358943973
2021-03-24,15,73.20801358943973
2021-03-24,16,75.11327779826215
2021-03-24,17,76.43122427967262
2021-03-24,18,76.43122427967262
2021-03-24,19,76.43122427967262
2021-03-24,20,70.78523313088141
2021-03-24,21,65.11747996848881
2021-03-24,22,62.241951355019616
2021-03-24,23,61.78277049018137
2021-03-25,0,54.59492908696287
2021-03-25,1,53.41624007217265
2021-03-25,2,51.8859624282164
2021-03-25,5,48.17270384875357
2021-03-25,6,48.17270384875357
2021-03-25,7,64.30836941027125
2021-03-25,8,66.76155054025662
2021-03-25,9,71.9868026699774
2021-03-25,10,72.514965574705
2021-03-25,11,72.66077950948763
2021-03-25,12,73.29707804037977
2021-03-25,13,73.29707804037977
2021-03-25,14,73.45576229439861
2021-03-25,15,73.45576229439861
2021-03-25,16,75.36102650322104
2021-03-25,17,76.67897298463151
2021-03-25,18,76.67897298463151
2021-03-25,19,76.67897298463151
2021-03-25,20,70.86501823146554
2021-03-25,21,65.43324030999746
2021-03-25,22,63.03097452580398
2021-03-25,23,62.35271824982442
2021-03-26,0,54.56200940498702
2021-03-26,1,53.292915401050685
2021-03-26,2,51.891182235445214
2021-03-26,5,47.91881244916048
2021-03-26,6,47.91881244916048
2021-03-26,7,63.67384897838162
2021-03-26,8,65.32965061799118
2021-03-26,9,77.27436251749809
2021-03-26,10,82.87847765732819
2021-03-26,11,92.01635062660758
2021-03-26,12,93.30735742407424
2021-03-26,13,93.30735742407424
2021-03-26,14,93.30735742407424
2021-03-26,15,93.30735742407424
2021-03-26,16,93.51892046466419
2021-03-26,17,93.49383117510503
2021-03-26,18,93.11189587377856
2021-03-26,19,92.0375090871656
2021-03-26,20,74.05973546695577
2021-03-26,21,68.56168403166977
2021-03-26,22,64.24392798938976
2021-03-26,23,63.117845013234046
2021-03-27,0,57.245786303613315
2021-03-27,1,56.3884348402816
2021-03-27,2,55.23822310811465
2021-03-27,3,52.76841963179295
2021-03-27,4,51.86141757108174
2021-03-27,6,51.64833767732276
2021-03-27,7,57.99183053936688
2021-03-27,8,60.07784618752846
2021-03-27,9,76.62068781360003
2021-03-27,10,84.88366996313671
2021-03-27,11,110.45607148427727
2021-03-27,12,111.01271735905335
2021-03-27,13,111.01271735905335
2021-03-27,14,111.01271735905335
2021-03-27,15,111.01271735905335
2021-03-27,16,111.01271735905335
2021-03-27,17,109.67651671651174
2021-03-27,18,106.01735230792922
2021-03-27,19,104.24901203724028
2021-03-27,20,79.33672844955152
2021-03-27,21,69.57473503580789
2021-03-27,22,64.32256293478325
2021-03-27,23,63.11728524972482
2021-03-28,0,59.062347429501315
2021-03-28,1,57.599728156396715
2021-03-28,2,56.01532845716299
2021-03-28,3,52.42271981457365
2021-03-28,4,51.06922622520711
2021-03-28,5,50.93952988792664
2021-03-28,7,62.21925002158107
2021-03-28,8,62.625040371826096
2021-03-28,9,76.55238495575608
2021-03-28,10,84.62662384452467
2021-03-28,11,107.79647683852957
2021-03-28,12,108.35312271330565
2021-03-28,13,108.35312271330565
2021-03-28,14,108.35312271330565
2021-03-28,15,108.35312271330565
2021-03-28,16,108.35312271330565
2021-03-28,17,107.01692207076404
2021-03-28,18,103.3577576621815
2021-03-28,19,101.6845150482392
2021-03-28,20,77.1896424330542
2021-03-28,21,68.9833446643394
2021-03-28,22,64.22661364125207
2021-03-28,23,62.64646398608157
2021-03-29,0,56.33031429297037
2021-03-29,2,55.7696957616354
2021-03-29,3,55.081030683951795
2021-03-29,4,54.94545382582889
2021-03-29,5,54.676668821856204
2021-03-29,6,54.29744090010827
2021-03-29,7,67.97497940580149
2021-03-29,8,70.96523800730347
2021-03-29,9,72.89566260852912
2021-03-29,10,72.79806412458498
2021-03-29,11,72.94387805936763
2021-03-29,12,73.58017659025977
2021-03-29,13,73.58017659025977
2021-03-29,14,73.7388608442786
2021-03-29,15,73.7388608442786
2021-03-29,16,75.64412505310104
2021-03-29,17,76.9620715345115
2021-03-29,18,76.9620715345115
2021-03-29,19,76.9620715345115
2021-03-29,20,72.05008753588471
2021-03-29,21,63.467241993561885
2021-03-29,22,58.372706055041135
2021-03-29,23,57.515643737261804
2021-03-30,0,53.40564163381707
2021-03-30,2,51.12951024507582
2021-03-30,6,47.683458924885976
2021-03-30,7,64.55140211367015
2021-03-30,8,67.45481752105134
2021-03-30,9,72.24050154001587
2021-03-30,10,72.36209967740626
2021-03-30,11,72.5079136121889
2021-03-30,12,73.04932933542088
2021-03-30,13,73.04932933542088
2021-03-30,14,73.20801358943973
2021-03-30,15,73.20801358943973
2021-03-30,16,75.11327779826215
2021-03-30,17,76.43122427967262
2021-03-30,18,76.43122427967262
2021-03-30,19,76.43122427967262
2021-03-30,20,70.32887424273775
2021-03-30,21,62.08511501261985
2021-03-30,22,57.51533157408812
2021-03-30,23,56.94619407578523
2021-03-31,1,58.69198366444843
2021-03-31,2,58.31301716563031
2021-03-31,5,57.19528465997254
2021-03-31,6,56.55915097321446
2021-03-31,7,69.37170151883775
2021-03-31,8,71.94401142148514
2021-03-31,9,72.75232695550432
2021-03-31,10,72.53677373577915
2021-03-31,11,72.6825876705618
2021-03-31,12,73.22400339379378
2021-03-31,13,73.22400339379378
2021-03-31,14,73.38268764781262
2021-03-31,15,73.38268764781262
2021-03-31,16,75.22925447543007
2021-03-31,17,76.54720095684054
2021-03-31,18,76.54720095684054
2021-03-31,19,76.54720095684054
2021-03-31,20,79.30307463494485
2021-03-31,21,71.70499798628818
2021-03-31,22,69.30526945336136
2021-03-31,23,68.39562272326444
2021-04-01,0,55.08351039909137
2021-04-01,1,54.43665119254622
2021-04-01,2,53.56267606442098
2021-04-01,6,51.39176515920917
2021-04-01,7,65.93371185245573
2021-04-01,8,69.84366404231712
2021-04-01,9,67.08958247427287
2021-04-01,10,67.2614356507515
2021-04-01,11,69.84561369835544
2021-04-01,12,71.88739630011246
2021-04-01,13,71.88739630011246
2021-04-01,14,71.93787991449364
2021-04-01,15,71.93787991449364
2021-04-01,16,73.06837309173149
2021-04-01,17,73.486386512463
2021-04-01,18,73.21023923728669
2021-04-01,19,74.05168321821134
2021-04-01,20,69.06536768516804
2021-04-01,21,65.91640355576885
2021-04-01,22,63.16798325575625
2021-04-01,23,62.393451095011116
2021-04-02,0,56.958474068631304
2021-04-02,2,56.514093803228704
2021-04-02,5,55.51133919734675
2021-04-02,6,55.074906103028006
2021-04-02,7,67.55344099249184
2021-04-02,8,70.94195127727666
2021-04-02,9,66.33974030439678
2021-04-02,10,67.99106992702053
2021-04-02,11,76.56536429623152
2021-04-02,12,80.27765633783757
2021-04-02,13,80.27765633783757
2021-04-02,14,80.32813995221872
2021-04-02,15,80.32813995221872
2021-04-02,16,80.53970299280867
2021-04-02,17,79.33299846717141
2021-04-02,18,75.22744945673709
2021-04-02,19,75.27140730965216
2021-04-02,20,71.6425339211961
2021-04-02,21,68.36409315855215
2021-04-02,22,64.0840403096461
2021-04-02,23,62.93007498244111
2021-04-03,0,55.261233954078996
2021-04-03,1,53.958857865721974
2021-04-03,2,52.72365499470311
2021-04-03,3,49.59212021767584
2021-04-03,5,47.98056535766972
2021-04-03,6,47.98056535766972
2021-04-03,7,59.6489919536152
2021-04-03,8,62.8271490485928
2021-04-03,9,70.76922337912902
2021-04-03,10,76.77373581433032
2021-04-03,11,94.01106853557518
2021-04-03,12,94.99015322572116
2021-04-03,13,95.41220232363283
2021-04-03,14,95.41220232363283
2021-04-03,15,95.41220232363283
2021-04-03,16,95.41220232363283
2021-04-03,17,90.59396961539588
2021-04-03,18,81.33387182096354
2021-04-03,19,80.7026328777501
2021-04-03,20,73.0738740273425
2021-04-03,21,67.0500118930434
2021-04-03,22,63.175812517315514
2021-04-03,23,62.56669680014272
2021-04-04,0,61.4088257452637
2021-04-04,1,61.41689062589082
2021-04-04,2,61.07574038347045
2021-04-04,3,60.182479254437425
2021-04-04,6,58.9201292666094
2021-04-04,7,66.89664598703995
2021-04-04,8,68.29263875029504
2021-04-04,9,71.00255800608262
2021-04-04,10,76.34593336238264
2021-04-04,11,93.47652929457148
2021-04-04,12,94.53469549130082
2021-04-04,13,94.72233541224398
2021-04-04,14,94.72233541224398
2021-04-04,15,94.72233541224398
2021-04-04,16,94.72233541224398
2021-04-04,17,89.90410270400707
2021-04-04,18,80.47023670212396
2021-04-04,19,79.65228018013644
2021-04-04,20,73.16359950234406
2021-04-04,21,68.7907224077403
2021-04-04,22,64.12213732022329
2021-04-04,23,62.96817199301828
2021-04-05,0,55.711969543793266
2021-04-05,1,54.74363693340519
2021-04-05,2,53.73470353346641
2021-04-05,3,51.83845693508244
2021-04-05,5,51.2818043534403
2021-04-05,6,51.16571038801149
2021-04-05,7,66.23711231261285
2021-04-05,8,70.64010812945851
2021-04-05,9,67.49977069719506
2021-04-05,10,67.40479279617284
2021-04-05,11,69.97623654852286
2021-04-05,12,71.92533607049761
2021-04-05,13,71.92533607049761
2021-04-05,14,71.97581968487876
2021-04-05,15,71.97581968487876
2021-04-05,16,73.10631286211661
2021-04-05,17,73.52432628284815
2021-04-05,18,73.24817900767184
2021-04-05,19,73.51744684332635
2021-04-05,20,67.93148399795167
2021-04-05,21,63.00750126222575
2021-04-05,22,58.017628438165836
2021-04-05,23,57.388876185453604
2021-04-06,0,53.23528842944975
2021-04-06,1,52.48983012391973
2021-04-06,2,51.867435910648325
2021-04-06,5,49.66513139282652
2021-04-06,6,49.54903742739771
2021-04-06,7,65.021030619702
2021-04-06,8,68.9513808021366
2021-04-06,9,67.20385581676759
2021-04-06,10,67.19219957674338
2021-04-06,11,69.72862086476627
2021-04-06,12,71.67552065886315
2021-04-06,13,71.67552065886315
2021-04-06,14,71.7260042732443
2021-04-06,15,71.7260042732443
2021-04-06,16,72.85649745048215
2021-04-06,17,73.27451087121369
2021-04-06,18,72.99836359603738
2021-04-06,19,73.23204028312918
2021-04-06,20,68.1134177867657
2021-04-06,21,63.042241487118616
2021-04-06,22,58.37391352938392
2021-04-06,23,57.754920731941006
